user,text,canidate
TrevinSchall,@JoeBiden I like hairy legs... you’ve got my vote:? https://t.co/CLjqc5VX9F,biden
Blue_EyezOnU,"@JoeBiden I will walk through fire, locusts, whatever to vote on Election Day for DJT.  No mail in.",biden
lindalewis2021,@JoeBiden Only if you request it!  Not in mass mailings.  So you can cheat?  That's the only way you will be elected.  @JoeBiden,biden
RobynRepeta1,@JoeBiden Be able to cheat?,biden
TeslaIndy,"@JoeBiden It would be impossible for him to vote illegally. If this is your defense, it is very weak.",biden
chipotlemas14,@JoeBiden https://t.co/3tJGNUanuR,biden
GBolt10,@JoeBiden Too much fraud with vote by mail.  If you can go out and protest/riot you can go to the polls.,biden
RobertBKasna,@JoeBiden It is a much different process Boomer.,biden
Tfoolary,@JoeBiden Vote by mail and an absentee ballot are 2 diferent things.  And you want to be President?🤔🙄🙄🙄🙄,biden
USCnDodgerBlue,@JoeBiden Absentee ballot. Big difference.,biden
Lucy71916391,@JoeBiden Yes,biden
Magic12Miller,@JoeBiden Old demented man. Why does your family allow you to be abused like this?,biden
LKBAwake,"@JoeBiden If one does not feel comfortable voting in person, there is such thing as ABSENTEE BALLOTS.   That is wha… https://t.co/imbymxPrQG",biden
dtcahh,@JoeBiden https://t.co/MwX5RiHne6,biden
colorfullizard,@JoeBiden Yes we all already can.. absentee ballots.. AZ had it for years,biden
mayhem1958,"@JoeBiden @cindyglenn214 yes, but he did not cheat and change the ballots to Democrats like your party does.....plu… https://t.co/PGRUZ3VqC2",biden
Soopaballz,@JoeBiden You're a joke,biden
cat_badger,"@JoeBiden mail in absentee ballots are ok and reserved for people who cant physically get to the polling stations,… https://t.co/MyqPErBPJ3",biden
velutenanarch,@JoeBiden Yeah well anarchists should also be allowed to be such without being arrested. You need to do some fuckin… https://t.co/b7ltgOuxtF,biden
darylr44,@JoeBiden You can't remember your own name how would you know who voted when.. oh I forgot you graduated top of your class with 3 degrees..,biden
NeverWasABot,@JoeBiden Some absentee voting is decidedly different than doing the majority of the electorate by mail; too much f… https://t.co/V9NKhhvKNR,biden
tedesco_sr,@JoeBiden as absentee is nothing like the mail in fraud being pushed by the left. If you are afraid of voting sign… https://t.co/Rfy80uYitr,biden
Gene72214395,@JoeBiden NO WE KNOW WHAT YOU WANT TO DO! CHEAT!!!,biden
RadioHeadRUSH1,"@JoeBiden Do you have proof, Pedo Joe?  ........methinks not",biden
daisyroisin,@JoeBiden I'd rather not mimic Trump https://t.co/peAsajrJA1,biden
Zain1702,@JoeBiden #TrumpIsNotWell,biden
HondaDriver13,@JoeBiden Absentee ballot. There's a distinct difference. Hey @jack where's the fact checking for this clown?,biden
Chris92857240,@JoeBiden Your nuts you think I am going vote by mail so that your leftists will change it to make you president ok… https://t.co/kqvdhPRth8,biden
Joe60288590,@JoeBiden Gotta remember where the post office is first.,biden
mjart11,@JoeBiden That’s your only chance just straight up cheat.,biden
sharonw43267343,"@JoeBiden Joe, joe joe it is called a absentee ballot..which is verified by the state.",biden
Ania_Fotography,@JoeBiden And you should vote for Trump! #Trump2020,biden
JunkieJimmy47,@JoeBiden You're not the real candidate anyways. When is she going to throw her name out there?,biden
dtcahh,@JoeBiden https://t.co/R8jEo0ZSKO,biden
tedesco_sr,@JoeBiden FACTS- Donald Trump works/lives in Wash DC. His residency is in FL. He used absentee voting which is perm… https://t.co/feXk2fVfdI,biden
roywilliams1976,@JoeBiden Masks are mandated murder by globalists trying to fight an imaginary climate change/global warming at the… https://t.co/kUrvSHLFI3,biden
TenorDrumLucy,@JoeBiden I vote by mail every election. It's easier to do than standing in linr for 2 hours.,biden
CathySm57130854,"@JoeBiden Symone, I mean Joe lies.",biden
JohnTKennedy63,@JoeBiden In person voting. No Vote by Mail. Voter ID.,biden
PoorSoccerDad,"@JoeBiden Under normal circumstances, sure. Not this year so you can cheat",biden
Powerwashman,@JoeBiden So did a whole bunch of dead people.,biden
J_Hill93,@JoeBiden There is a difference between an absentee vote  and a vote by mail!! You should know this former vp!,biden
savir_09,@JoeBiden Absolutely!  His message is to confuse his ilk.  Many believe that illegal voting means illegals voting.,biden
JeffsafeT,@JoeBiden Apples and oranges. Asking for a absentee ballot is different that mailing a ballot to every registered v… https://t.co/IGPWmgytQ2,biden
sheryl28097236,@JoeBiden No mail in voting! No cheating sleepy Joe!,biden
AngryRacoon2,@JoeBiden You already can in literally every state. But you might have to put forward 10 min of your time to get it done.,biden
Susie01427353,"@JoeBiden Your supporters can go out anytime to riot and loot, why voters are required to stay home and choose vote by mail?",biden
TD36742348,@JoeBiden He also was interviewed by @foxpokerfox on @FoxNews which you’re apparently to chicken shit to do. Want A… https://t.co/MdpYbuarcT,biden
tpw8791,"@JoeBiden But he sent the ballot in for himself, he didn't send in votes for people that no longer are alive",biden
11_Bonez_11,"@JoeBiden But can you show if his vote was actually counted or attributed to the correct candidates?  Until then, suck it.",biden
Standinganthem,@JoeBiden Fun fact: Joe Biden believes his own name is Donald Trump,biden
meerhouse2016,@JoeBiden my state already has absentee voting what you're proposing is not needed,biden
JasonKHolt,"@JoeBiden Problem with @realDonaldTrump is that of the 5 candidates on his mail-in ballot (person, woman, man, came… https://t.co/x4Voq35pbQ",biden
earwaxburner,@JoeBiden You voted by Pony Express old man.,biden
OrangeL83619933,@JoeBiden https://t.co/yVM90SXneO you weren't in Vermont Joe,biden
DatoFreddy,@JoeBiden get back to your basement.. the end. sniff your MASK👃👃,biden
BoyZilian1,@JoeBiden Nope,biden
dfddfkvh81,@JoeBiden @willwilkinson He has not for a Presidential election  #LyingBiden,biden
WilliamMewis,@JoeBiden Did you have# help voting?,biden
da01da01,"@JoeBiden The way for the Democratic Party to seize power: first they must ban the gun in your hand, then they must… https://t.co/wUZIKkSfP6",biden
ellablu_blu,@JoeBiden So did my dead grandma!!! 👍🏻#RedWave2020,biden
ChesterTherese,@JoeBiden Such a joker JOE 😂😂😂,biden
5Revelation1,@JoeBiden https://t.co/KR22XnrxrI,biden
FrankMax17,@JoeBiden It’s called absentee and it’s signature verified unlike what you  want. Stop voter fraud! Stop Biden!,biden
MikeA25393110,@JoeBiden Good idea Choosing  on her knees Kamala after she called you a racist.  No balls sleepy joe,biden
margaretp77,@JoeBiden Absentee ballot does not equal mass mail in voting,biden
juli_booboo,@JoeBiden There is a difference between and absentee ballot and just getting them mailed to whoever!!!! Vite at the… https://t.co/A14wshInSW,biden
Wsswendy,"@JoeBiden Trump is the president who lives in a different place now.   You should do that too! Run from president,… https://t.co/JeH6HyCScH",biden
SWatsonMAGA,@JoeBiden You want millions of people to vote by mail because you can cheat and alter the true results of the elect… https://t.co/2jrxU0bZqF,biden
PocketFulloNugs,@JoeBiden Just curious cause I haven't heard. What version of mail was it. I know there are may levels to send mail… https://t.co/DmT45AbmWX,biden
holyAl3,@JoeBiden Sure,biden
Yarimbo,@JoeBiden Joe. Stop flirting with Republicans. Ok?,biden
deepsea39,@JoeBiden Do you remember what you did?,biden
NBJT74,"@JoeBiden If you can stand in line at Walmart, Lowe's, Home Depot, DMV, grocery store, dollar store or for the newe… https://t.co/cYafHzmIVN",biden
DerrickJones01,"@JoeBiden Joe doesn’t understand what absentee ballot’s are, And he’s hoping the rest of America doesn’t either!",biden
FerranteGiants,@JoeBiden Absentee ballot is NOT vote by mail,biden
JohannaScharf,"@JoeBiden An absentee ballot is requested, big difference Joe Joe",biden
Ava3Stone,@JoeBiden The city of New York couldn't get mail ballots done correctly. It took weeks for them to decide on the el… https://t.co/umdpcGxBqX,biden
Justath55731594,"@JoeBiden Don't want to, i want to know that my vote will be counted. You want mail in voting so you and your party… https://t.co/yX77h7o0vG",biden
Susan_4America,"@JoeBiden No one is saying people can’t vote by mail. BUT you must go to the election office, prove you’re elegible… https://t.co/U50Woa5CeV",biden
Druid_Orbweaver,@JoeBiden @KIPPSI1 I'm Australian and I wish I could vote for SOMEONE!!!! ANYONE BUT TRUMP!!!!! No offence intended😘,biden
darrenford77,@JoeBiden Trump doesnt know how to use the mail. He probably slipped it into the return slot at a long abandoned Bl… https://t.co/Ho5RcnQMPQ,biden
lalauraru777,@JoeBiden Requesting an absentee ballot vs  mass mailing ballots to everyone without updating and cleaning up old v… https://t.co/BeuhUvjT4F,biden
EwB23,@JoeBiden Don't worry I will! I will not vote for you! I will not vote for Trump! I am voting for a REAL American w… https://t.co/e8s6qs9ylP,biden
SMR11992,"@JoeBiden Well, only if you are voting for Biden. Democrats censor will burn all Trump supporters mail",biden
TNT8072,@JoeBiden @JoeBiden https://t.co/mdLNjhI4jo,biden
MasterFugu,@JoeBiden Does that include all the dead people that make up 67% of your voter base?,biden
bvictorious11,@JoeBiden You mailed it in on the american people a long time ago. Please don’t lecture us on mail in ballots.,biden
MightySword8,@JoeBiden He also knows where he is located.,biden
BrianM27343305,@JoeBiden I will go in person.,biden
BCPatriot3,"@JoeBiden Everyone, with reason can. How can you run for President, and not know this? How can you have been in gov… https://t.co/YD7xXijw9F",biden
GeneEmerick68,@JoeBiden Did you believe Harris would get you more black votes? we all know she sucked her way to the top! https://t.co/MzkE4wbSQY,biden
terrimore1,@JoeBiden Liar. It's called ABSENTEE BALLOT which you have to go w ID in order to register!,biden
ChazHatesJazz,"@JoeBiden Donald Trump voted by absentee ballot, not vote-by-mail fraud, like you're talking about, assclown.",biden
JasonShipp11,@JoeBiden Did you learn of that by your spying on his campaign????,biden
NericDanijela,"@JoeBiden Absentee ballot. Much like your mind , it’s elsewhere. Is this what you guys are running on? It’s ok to b… https://t.co/wtCOan4uE7",biden
AaronKKelley,@JoeBiden You should get some serious help for your dementia.,biden
DaddyDill8,@JoeBiden It's called an absentee ballot.,biden
halabarb,@JoeBiden Got my ballot coming to me!,biden
Tom_Ace_45,"@JoeBiden Tell ya what man, I got to do this week I just drove down there and it took me three hours for a week and… https://t.co/BjhJ1doXqx",biden
kputthoff,@JoeBiden What day is it there joe!?,biden
pjustin23,@JoeBiden Does that mean I can book Air Force One for my next trip?,biden
cat_42568,@JoeBiden Absolutely. Obama put a site up for everyone that wants to register to vote by mail. Thank you Mr. Biden.,biden
PSerefine,@JoeBiden Listen to two mailmen talk about the idea of mail in voting. https://t.co/Vme9l9npxv,biden
Simsy6_,@JoeBiden https://t.co/3SVLCC4sAX,biden
SidRamone1,@JoeBiden https://t.co/EGbCsFOKTI,biden
StormBringerIXI,@JoeBiden There are literally dozens of people caught in attempts at voter fraud since they started this BS... more… https://t.co/jmoDvYHZ7y,biden
Maurice4642522,"@JoeBiden Biden, do you not understand the difference between voting by mail as an absentee voter versus voting by… https://t.co/ZaS3TD4gXL",biden
dustinmillerwvu,"@JoeBiden Do you think the American people are stupid? It’s called an absentee ballot, not mail in voting",biden
SidRamone1,@JoeBiden https://t.co/9M2LplmWyE,biden
Davemorton111,"@JoeBiden There's specific reasons, and a process for doing so. Its not for any reason.",biden
HarrisonStefan2,@JoeBiden Someone help! Joe escaped the psychiatric ward!,biden
Scoobyluff,@JoeBiden There is a big difference between absentee ballots and mass vote by mail. What are you afraid of Joe? Hint: it’s not the virus,biden
VaderIr,"@JoeBiden Donald trump wasn't trying to steal an election, pedophile.",biden
Tedluuu2,@JoeBiden Your family received millions from Ukraine and China so we should  be able to do that tpo,biden
LFC_Bern,@JoeBiden this is so stupid. no1 has an issue with regular vote by mail scenarios.   the issue is when you have 170… https://t.co/Lmu9BfX8LZ,biden
lisaellis20179,@JoeBiden Nope too much fraud .. 2016 recount proved it ..,biden
Nomar5g,"@JoeBiden Thousands are gathering together in streets all across the country, they should be fine to vote in person too.",biden
Aicha60860791,@JoeBiden Slt,biden
OpossumSausage,@JoeBiden Thanks Jill,biden
fordmotorco84,"@JoeBiden Screw u, u can’t even debate 🤬",biden
chevytruck218,@JoeBiden #trump2020  Drain the democrat swamp,biden
Rumholtz,@JoeBiden Too bad you don't know the difference between absentee ballots and vote by mail.   Stay in the basement Joe,biden
Vitaman364,@JoeBiden https://t.co/ediFdG3Bsa,biden
ABDHpodcast,@JoeBiden Everyone I know is going to the voting box specifically to ensure ur defeat sir.,biden
bjstooshort,@JoeBiden Voting by mail means that you applied to vote absentee. It’s not the same as the Democrats mailing a ball… https://t.co/HzqDFlOHpq,biden
fkcagov,"@JoeBiden Its called absentee ballot,  absent minded Joe! Voting should only be for legal citizens and not those on… https://t.co/gc4vJOaXKL",biden
jimcollrealtor,"@JoeBiden You’re right, Absentee Ballot ONLY.",biden
CynnieMaris,@JoeBiden Liar.,biden
TheDemocratPla1,@JoeBiden Its an absentee ballot.. jesus chr*st joe..,biden
DavidSe49373434,"@JoeBiden I'll vote in person. My opinion voting by mail is unconstitutional, what's fake ballots. And quit lying about Trump,",biden
Dongocalrissian,"@JoeBiden Before I vote by mail will you sit down with @joerogan for a 3 hour podcast, and dispel critics that you… https://t.co/xspB1useiZ",biden
robinson_rj,@JoeBiden The POTUS is not the avg citizen. The only ones voting by mail should be those not able to make it to the… https://t.co/PdFKVApGqI,biden
DouglasSwafford,@JoeBiden Absentee ballots isn’t voting by mail.,biden
MyresDenise,@JoeBiden Yea but not 12 times,biden
Eggcellent_One,@JoeBiden Look at Biden conspiring in plain sight! The audacity! It is written in the Bible that voting in God's La… https://t.co/GawFay9uBo,biden
bjstooshort,@JoeBiden @JoeBiden your are such a tool.,biden
JoeZ56590020,@JoeBiden Debate the president!!!! America must see you guys debate!!!!,biden
gmdm1205,@JoeBiden Millions of others voted a the ballot box too.. I don't see the additional Covid cases attributed to that.,biden
Nana_Joan,"@JoeBiden Maybe, but he is still alive and a citizen way over 18.",biden
AnitaBolena55,@JoeBiden Hydroxychloroquine works! The silent majority will show up to vote! #Trump2020,biden
Mimitraki,@JoeBiden Absentee ballot is not the same as mail in ballot! You want to be President and you don't know the difference!,biden
JohnnySargent58,@JoeBiden Hell no I walk in to be sure my vote counts for joe,biden
NE_VET_GoArmy,@JoeBiden Hey missy in the high tops. no one believes absentee voting for reason is the same as mass postal service fraud,biden
Sophie45080168,"@JoeBiden Yes, we know you Democrats are very good at cheating by mail!",biden
JoeZ56590020,"@JoeBiden This will be the biggest fraud in American history, just like "" Every"" politician, I when I say "" Every""… https://t.co/Es8SEqIqEt",biden
PetersburgRenee,"@JoeBiden Absentee ballot, we aren't slow Joe.  Do you and you team know the difference",biden
Michell44863689,"@JoeBiden Joe, you're so warped! You know the country doesn't want you or trust you to run the country so, you're p… https://t.co/O73GJWIvkQ",biden
DavidKarlhungus,@JoeBiden They’re now doing the reverse. The Democratic House passed a bill that would mandate “ballot harvesting”… https://t.co/SVOyrSzgOv,biden
MichaelFeeley8,@JoeBiden That's right it's called in absentee ballot,biden
jpfoursc,"@JoeBiden If you aren’t in the military, get your ass to the polls to vote.",biden
da01da01,"@JoeBiden If people can go to Wal-Mart, Target. Kroget. Lowe’s Home Depot normally.  People can also go to polling… https://t.co/djY4CTmQQO",biden
tracethekidmc,@JoeBiden Still pushing for that one heh Joe?,biden
tylerkyubi,@JoeBiden #Trump2020LandslideVictory,biden
ntrlbrnkllr66,"@JoeBiden Sorry pal, you’re not cheating your way in.",biden
tylerkyubi,@JoeBiden #KAG2020,biden
Tacoyaki17,@JoeBiden https://t.co/TJWIAfkVzx,biden
tylerkyubi,@JoeBiden Pushing for that fraud,biden
bodydr0613,@JoeBiden But so will my great grandfather who is dead,biden
_KillerDeath_,@JoeBiden MEDICARE FOR ALL or you will NEVER have my vote.,biden
factsoverfeelsq,@JoeBiden https://t.co/2eY6DEaXdc,biden
Anonymous3_6_9,@JoeBiden Ima need you and trump to share a cell together,biden
Casmeran,@JoeBiden If @realDonaldTrump  jumped off a bridge would you follow? Hey joe did you hear Trump jumped off a bridge,biden
summer226,@JoeBiden His was through Absentee ballot not a mail in ballot. Those are where #ElectionFraud takes place. You kno… https://t.co/Jw7UrFP1o3,biden
Kevin93848120,@JoeBiden Democrat Michael Meyer charged with ballot stuffing. Is this why the @democrats and @TeamPelosi… https://t.co/5bPCPJiiy6,biden
workingatit2,@JoeBiden You are a liar.. Everyone can vote by mail just like Donald Trump.  You just have to put a tiny bit of ef… https://t.co/VkUKlMOzYt,biden
IzzoDaKiddo,@JoeBiden @emmyrossum I mean the president also has all nuclear weapons in his hands. Should we be able to too?,biden
DawnChiaramont3,@JoeBiden Only if your traveling or disabled! Too much voter fraud!,biden
Mandj29400635,"@JoeBiden All men are created, well, you know the thing.   Biden Harris 2020 We do know the thing.  You've been doi… https://t.co/Zg4sO3IcJd",biden
veteran_1991,@JoeBiden 🖕voting by mail,biden
SmalleyDwayne,@JoeBiden I want to vote against you in person! I should be allowed that privilege,biden
tryan5786,"@JoeBiden wrong talking point! absentee-voting is legal, requires the voter 2 B identified as a legal voter! voting… https://t.co/sFfHVBRLO3",biden
MaryLegal2012,"@JoeBiden According to Donald Trump if he loses the election, it means the was a fraud during the vote, but somehow… https://t.co/S3nB4yAmgw",biden
Vacherieboy,@JoeBiden Do you mean that Donald Trump votes absentee since he will most definitely be out of town for the election?,biden
westriplett,@JoeBiden The fact that you don’t understand the difference after 49 years is appalling.,biden
kramer_ms,@JoeBiden https://t.co/dAJfYnLrif,biden
Floridagal1956,@JoeBiden A lot of people do when circumstances won’t allow someone to get to the poll🙄,biden
bamannes,"@JoeBiden All registered, legal voters have the privilege of voting by mail.  That has never been the issue.  It’s… https://t.co/y0YHqSKPrp",biden
JoeforChina2020,@JoeBiden He was seen on tv voting joe you need to smarten up before you post,biden
Panzeradier,@JoeBiden Truth you are a fraud,biden
skully69er,@JoeBiden Are you back on your meds yet?,biden
MarstravelerI,@JoeBiden Hey #JoeBlow...I Was In #WalMart Saturday...And In #Lowes...There Was So Many People There...And All Wear… https://t.co/76t4H2zB3T,biden
EvermayHanton,@JoeBiden Debate Trump!!!!!!!! With no earpiece or answer to Questions. You no you can’t.,biden
Scarlett202077,@JoeBiden Why do they all like to change their faces? https://t.co/ZdUZ1TUdGx,biden
zgirl_a,@JoeBiden I do vote by mail.,biden
leister_dwight,@JoeBiden do you vote by mail?,biden
therealjman25,@JoeBiden Yes we know that’s your only chance at winning. To cheat the election,biden
AmerEnsell,@JoeBiden He’s busy we are not! If those can burn cities down we can go vote!  Such a joke! 🤡,biden
thewendyhoffman,@JoeBiden There are already rules in place for voting by mail. Why the tweet pimping AGAIN? This is a non issue jus… https://t.co/fFXuSeEQGb,biden
StrahlErika,@JoeBiden Absentee BALLOTS is fine they go to verified registered voters But mailing MILLIONS of BALLOTS to who knows WHO ?? is a problem !,biden
myts20201,@JoeBiden Smell cheating. Leftist is not honest.,biden
Lyneteck,"@JoeBiden Nobody has a problem shopping  and going through the checkout at WalMart, Lowe’s, the drug store, and the… https://t.co/FO0snNIeoV",biden
FightLawyer702,"@JoeBiden Yup, just another moment where one of Joe Biden’s eyeballs randomly started BLEEDING. Wtf??? https://t.co/WoYSy41yyI",biden
LisaBeast2,@JoeBiden If ur working in another state then u reside in,biden
Ericpao81,@JoeBiden 22% of mail in ballots never get counted. Let's change this before November? Lol,biden
Mammagistweetin,@JoeBiden How many times are you and your family going to vote by mail this time around?,biden
PaulRepo,@JoeBiden I know who i would vote for. #NeverBidenNeverTrump https://t.co/4tyedPEpcc,biden
ScifiguyModels,"@JoeBiden If masks work, we can vote in person.",biden
Brad75608234,@JoeBiden He also knows who is and where he is. I don’t think this advice from you is dependable.,biden
lyn47820496,@JoeBiden teaching them young! #Biden2020 question was: “Who is Joe Biden?” https://t.co/lxhlmKYdIS,biden
JohnFV,@JoeBiden Well if a person is not at home and is away like military or in a business trip yes but allowing the DNC… https://t.co/P5KFKNjhti,biden
realtruth60,@JoeBiden Donald Trump is a citizen.,biden
mlivengood1,"@JoeBiden Who really believes the USPS could handle everyone voting by mail? 100,000 mail in votes were disqualifie… https://t.co/shWoFUIgIu",biden
VDillerud,@JoeBiden @not_delicate Oh I didn’t know that https://t.co/ydcICyRanU,biden
explano_omnia,@JoeBiden 🎤 drop,biden
janicec50,@JoeBiden Absentee voting is not in the same category as mass mail in votes.,biden
jasonvorheeeees,@JoeBiden https://t.co/2fQcCC8hNB,biden
AmericaNowNow,@JoeBiden Why can’t all Americans! It’s only right!!,biden
SandandDeath1,@JoeBiden Let’s crush @realDonaldTrump in November and let him and the entire corrupt @GOP we will not stand for po… https://t.co/gZXwTPYfq8,biden
AlexPhD1,@JoeBiden The Trump corruption has no bounds.  Be prepared.,biden
Chanel732,@JoeBiden Do you not understand the difference between absentee ballots and vote by mail?,biden
jdanielmoore,@JoeBiden Illinois residents are receiving multiple ballots.,biden
AshtonRB1,@JoeBiden Wow Joe got a complete thought out. Wonder how long it took him to type this one. https://t.co/n7BsO8eEfq,biden
zanyantix,"@JoeBiden Yea, years ago. That was before the democrats were infiltrated with criminals. Oh wait, you e been there… https://t.co/ajozcyAwVM",biden
bargonwow,@JoeBiden this may be the stupidest thing You have ever said and that is saying something !!!,biden
081106_kat,@JoeBiden Dirty deeds of the Demorats!,biden
simplydeb555,@JoeBiden Seriously?? This is the best you can do? Oy vey!! #Nonsense #Timeforbed #GodBlessAmerica,biden
4thWishVaradan,"@JoeBiden Keep pointing that out. Thanks. Meanwhile, my husband and I are voting for you — and by mail, although we… https://t.co/F0gSBEKqN8",biden
Scarlett202077,@JoeBiden https://t.co/m3ed9v7ixu,biden
Mbay12,"@JoeBiden Joe, I am just going to say it- I love you!",biden
arkansas_chick,@JoeBiden We can if we request to vote by mail.,biden
WaynenmMars,@JoeBiden Thanks Joe keep staying in DE pussy,biden
deaustin777,@JoeBiden How Joe - its to early to vote...somebody wrote down the wrong stuff for you Joe while you were napping!,biden
MelvinFerd,@JoeBiden Requesting an absentee ballot is different than shotgun approach of sending out millions of mail in ballo… https://t.co/QiME1Oo7GB,biden
veganviking1111,@JoeBiden Corpses voting for corpses. Makes sense. You are dead to America. #zombieapocolypse #creeyjoe,biden
giovannadeliany,@JoeBiden That’s what you would like so that you have a better opportunity to CHEAT JOE,biden
longliveart,@JoeBiden Who are YOU again?! OH!! Hunters Daddy!!! Where is Hunter by the way?!?,biden
MarstravelerI,@JoeBiden All Of You #Democrats...@DNC...@HouseDemocrats...@SenateDems...Took A Knee...To Someone Like This...Allow… https://t.co/f1VrtZKR71,biden
B_Brooksie,"@JoeBiden Why do you want this form of voting so badly, Joe? What’s the game plan?",biden
RobertArdelean2,@JoeBiden Yup,biden
carletonjtysick,"@JoeBiden Listen, if your supporters find it too burdensome to take 1 hour out of 4 years to go to the polls, they'… https://t.co/ByEO07q067",biden
buttittajeff,@JoeBiden I did?,biden
Hildolfr3,@JoeBiden Still shooting for voter fraud huh? Know you can’t win a fair election,biden
ross_dutch72083,@JoeBiden Donald trump is a citizen,biden
myLadySolina,"@JoeBiden You are trying to CHEAT again, regardless of what you, the Obama administration &amp; your party put this cou… https://t.co/5b8w9LKSmL",biden
Rachel81316735,@JoeBiden And let millions of illegals and dead people give you votes?!  No thank you!,biden
Lwarembourg,@JoeBiden Trump 2020!,biden
darylr44,"@JoeBiden Democrats are trying to rig the 2020 election,  vote in person.",biden
DivertedMinds,"@JoeBiden Legalize cannabis, support universal health and maybe you will win you dingbat",biden
klassylady20069,@JoeBiden Donald Trump committed voter fraud. He used his Maralargo address as his residence and it's registered by… https://t.co/UkM12f31c2,biden
Bdubbs76,@JoeBiden He is a US Citizen however......,biden
schristle2,@JoeBiden It’s way past your nap time Joe,biden
calonimamu10,@JoeBiden huhuhu,biden
Gary1carson,@JoeBiden 100% Fake News!! joke biden says President Trump Voted By Mail!! Lying Fake News! Keep Discharging your Lies Demonicrats!!,biden
AChildsInterest,"@JoeBiden Haaa!  Funny you mention that...More Minority Women became Entrepreneurs in the last year, due to PRESIDE… https://t.co/HbkN7EVn0O",biden
Horhay469,@JoeBiden So you’re promoting Black Americans now but you weren’t before. After the vote I see. https://t.co/oqqVYh9CEd,biden
bomba_chica,"@JoeBiden I wonder if ""your plan"" will be the same one @realDonaldTrump put in place that increased minority-owned… https://t.co/C1Fijnjb7b",biden
NegresThe,@JoeBiden https://t.co/2eYckV1bVz,biden
taledoc,@JoeBiden You are the racist Biden. Kissing their asses and putting them in front of the line is NOT equality....Te… https://t.co/PBAglrMX7J,biden
RickFerrusi,@JoeBiden https://t.co/QxK6TlQPkz,biden
charlierob17,@JoeBiden It’s amazing how you “ have a plan for that”  but during your 8 years a Vice President you did nothing. A… https://t.co/qk4rEGYtjR,biden
BidenslaveofCN,@JoeBiden what about asians? we are colored as well...you are such a racist.,biden
RPatriot4Life,"@JoeBiden Biden and Soros' puppet crushed small business when they were in the White House, so why the hell would a… https://t.co/peRDBjfR4r",biden
johnwinger17,@JoeBiden No thanks!!,biden
EuphorbiaZ,@JoeBiden Warren,biden
ks2020free,@JoeBiden Not from you. We have a president that cares about America,biden
PlainsToSee,"@JoeBiden Too late Joe, you know that as well as we all do. The only hope for the country is to install a Democrat… https://t.co/TULqKg3jzJ",biden
BAMAPERRY,@JoeBiden https://t.co/H0mwoPXo3k,biden
TsowQzLK69oEMoZ,@JoeBiden Террористы ещё болеют детской болезнью?,biden
NetchikNotyep,@JoeBiden What we really need is for the Ds and Rs in congress to stop having pissing contests. They should have ro… https://t.co/aEmm0QdMmm,biden
USAFSgt2,@JoeBiden And this President is Donald Trump.,biden
1RoboBen,@JoeBiden Dementia is a horrible disease.,biden
JackWeb06567809,@JoeBiden Okay Dementia Joe Biden we know you are not doing your own Tweets.We need a leader who doesn't hide in hi… https://t.co/J9SJdy4DmE,biden
dropdimebases,@JoeBiden google: death rate by country,biden
GNSVRO,@JoeBiden Sleepy joe,biden
DimmsSuk,"@JoeBiden Day late and a dollar short there Mr. Racist, as usual you have nothing but Monday morning criticism. May… https://t.co/RtaJg9lbB8",biden
tigranmd,@JoeBiden How many countries do we know where the president is constantly reminded to do his or her job? Would you… https://t.co/jrFXDJCAkE,biden
Kunkel2004K,@JoeBiden I figure that “ship has sailed”,biden
FosterHacksaw9,@JoeBiden You need a guide dog apparently...,biden
duceman65,@JoeBiden having children going back to school in a class room setting during a out of control pandemic was not the… https://t.co/CyzGiuHtn2,biden
RetracingRoots,@JoeBiden We need tests that are not cost prohibitive. Lots of opportunists out there in the healthcare industry. A… https://t.co/nGQ7a4tCcc,biden
Christy26555232,@JoeBiden Someone needs to get this virus under control in our country. The current president hasn’t done anything… https://t.co/1H0ddnAVkv,biden
ChauvinClay,@JoeBiden He would be able to do his job if your party wouldn’t fight him every step of the way . Also Hydroxychlor… https://t.co/7QxndOr0Zd,biden
BFGargoyleFeet,@JoeBiden [PEDOPHILE],biden
tattiana777,"@JoeBiden He won't,  that is why we need you!",biden
Lamont2g,@JoeBiden https://t.co/Mvs2Qx1p1L,biden
kater78796135,@JoeBiden We will have one when you are voted into office,biden
lwinboston,@JoeBiden We need you Joe Biden! #JoeBidenForPresident2020 https://t.co/1ALaO2nM21,biden
basssavant,@JoeBiden It's fun coming to Joe's Twitter page after visiting trump's. I actually get to see complete and factual sentences.,biden
andrewdouglass,"@JoeBiden You left off “We need this President to go to jail.” Yes, for crimes proven! Better yet we need him to go away.",biden
TheWee_Bee,@JoeBiden WHO in GOD'S Name is writing your TEXTS?  They are so stupid.  Really....Dude....You need a new PR person.,biden
Greenland1256,"@JoeBiden You need an efficient dementia testing, now...",biden
RosannaDana3,@JoeBiden We have a Great POTUS DJT who works hard everyday for real Americans!  You will never be able to fill DJT… https://t.co/fRBOHuT9aV,biden
1rikkitikitavi,@JoeBiden @ValerieJarrett I agree!,biden
JuniorfromHB,@JoeBiden We already have that Jill. Tell your husband to leave the basement more and he'll see that,biden
CharlesSawyer7,"@JoeBiden What we NEED, are numbers that are not falsely inflated. If the data is bad then we have no real idea how bad the disease is.",biden
john37736918,@JoeBiden Do you even know who you are,biden
bogarner9,@JoeBiden Oh look it’s joe dirt... the basement rat,biden
